pool,method,workload,n_blocks,draft_tokens,accepted_tokens,rejected_tokens,mean_k,mean_accepted_len,mean_rejected,full_accept_rate,wasted_token_rate,accepted_per_block,run_root,run_name,model_variant,candidate_set,wasted_token_pct
slow_only,ngram_sd,long_chain_reasoning,17465,270900,27488,243412,15.511022044088175,1.5738906384196965,13.93713140566848,0.0480389350128829,0.898530823181986,1.5738906384196965,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced,k1_2_4_8_16,89.8530823181986
slow_only,ngram_sd,long_context_completion,17585,277586,70015,207571,15.785385271538242,3.981518339493887,11.803866932044356,0.1881717372760875,0.7477718616933131,3.981518339493887,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced,k1_2_4_8_16,74.77718616933132
slow_only,ngram_sd,long_horizon_swe,14071,212380,31948,180432,15.09345462298344,2.270485395494279,12.822969227489162,0.1235875204320943,0.8495715227422544,2.270485395494279,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced,k1_2_4_8_16,84.95715227422545
slow_only,ngram_sd,mathematical_reasoning,10038,154424,10982,143442,15.383941024108388,1.0940426379756925,14.289898386132696,0.0227136879856545,0.9288841112780396,1.0940426379756925,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced__k1_2_4_8_16,survival_utility_controller_v4_balanced,k1_2_4_8_16,92.88841112780396
slow_fast,eagle3,code_gen,12335,43941,952,42989,3.562302391568707,0.0771787596270774,3.485123631941629,0.0005674908796108,0.9783345850117202,0.0771787596270774,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,97.83345850117202
slow_fast,eagle3,hardware_gen,2929,9432,138,9294,3.220211676340048,0.0471150563332195,3.173096620006828,0.0,0.9853689567430024,0.0471150563332195,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,98.53689567430024
slow_fast,ngram_sd,code_gen,3393,42303,6946,35357,12.467727674624228,2.0471559092248746,10.420571765399352,0.0949012673150604,0.8358036073091742,2.0471559092248746,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,83.58036073091742
slow_fast,ngram_sd,conversational_generation_gen_cap50,11636,145670,9779,135891,12.518906840838776,0.8404090752836026,11.678497765555171,0.025867995874871,0.9328688130706392,0.8404090752836026,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,93.28688130706392
slow_fast,ngram_sd,conversational_generation_sft_cap50,12218,151422,9488,141934,12.393354067768865,0.776559174987723,11.616794892781142,0.0201342281879194,0.9373406770482492,0.776559174987723,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,93.73406770482492
slow_fast,ngram_sd,hardware_gen,8260,110201,11750,98451,13.341525423728813,1.4225181598062957,11.919007263922518,0.0527845036319612,0.8933766481247901,1.4225181598062957,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,89.337664812479
slow_fast,ngram_sd,long_chain_reasoning,17598,211688,27333,184355,12.029094215251734,1.5531878622570747,10.475906352994658,0.0561427434935788,0.8708807301311364,1.5531878622570747,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,87.08807301311364
slow_fast,ngram_sd,long_context_completion,17696,260953,69891,191062,14.74643987341772,3.949536618444846,10.796903254972875,0.1907775768535262,0.7321701609102023,3.949536618444846,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,73.21701609102023
slow_fast,ngram_sd,long_horizon_swe,13620,193260,32523,160737,14.189427312775331,2.387885462555066,11.801541850220264,0.1128487518355359,0.8317137534927042,2.387885462555066,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,83.17137534927042
slow_fast,ngram_sd,mathematical_reasoning,10043,127171,10955,116216,12.662650602409638,1.0908095190680076,11.571841083341631,0.0234989544956686,0.9138561464484828,1.0908095190680076,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,91.38561464484827
slow_only,eagle3,code_gen,12335,152504,952,151552,12.363518443453588,0.0771787596270774,12.28633968382651,0.0009728415079043,0.9937575407858156,0.0771787596270774,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,99.37575407858155
slow_only,eagle3,hardware_gen,2929,21620,138,21482,7.381358825537726,0.0471150563332195,7.334243769204507,0.0,0.9936170212765958,0.0471150563332195,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,99.36170212765958
slow_only,ngram_sd,code_gen,3402,41469,6955,34514,12.189594356261022,2.0443856554967668,10.145208700764256,0.1011169900058789,0.8322843569895585,2.0443856554967668,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,83.22843569895585
slow_only,ngram_sd,conversational_generation_gen_cap50,11601,183302,9837,173465,15.800534436686492,0.847944142746315,14.952590293940178,0.0237910524954745,0.94633446443574,0.847944142746315,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,94.633446443574
slow_only,ngram_sd,conversational_generation_sft_cap50,12156,193694,9563,184131,15.93402435011517,0.7866897005593946,15.147334649555775,0.015876933201711,0.9506283106342994,0.7866897005593946,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,95.06283106342994
slow_only,ngram_sd,hardware_gen,8268,119869,11722,108147,14.497943880019353,1.4177552007740688,13.080188679245284,0.0550314465408805,0.9022099124877992,1.4177552007740688,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,90.22099124877992
slow_only,ngram_sd,long_chain_reasoning,17465,270900,27488,243412,15.511022044088175,1.5738906384196965,13.93713140566848,0.0480389350128829,0.898530823181986,1.5738906384196965,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,89.8530823181986
slow_only,ngram_sd,long_context_completion,17585,277586,70015,207571,15.785385271538242,3.981518339493887,11.803866932044356,0.1881717372760875,0.7477718616933131,3.981518339493887,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,74.77718616933132
slow_only,ngram_sd,long_horizon_swe,14071,212380,31948,180432,15.09345462298344,2.270485395494279,12.822969227489162,0.1235875204320943,0.8495715227422544,2.270485395494279,results/apexp_block/config_large_500/evaluation/paper_cap50/apex_hot_runs/survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced__k1_to_16,survival_utility_controller_v4_balanced,k1_to_16,84.95715227422545
